Severn Deanery,51.5227517,-2.5286774
"Elsie Widdowson Laboratory, Cambridge",52.182648,0.1808657
"Montefiore Medical Center/Albert Einstein College of Medicine",40.8492061,-73.8458397
Northlands Surgery,51.4419213,-2.0053546
"Children's Memorial Hospital, Chicago",41.8963048,-87.6217428
Park Hospital for Children,51.7529644,-1.2145107
